id,type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2995.00,0.00,6.80,0.18,0.28,9.80,0.04,29.00,113.00,0.99,3.11,0.45,10.90,7.00
2996.00,0.00,6.60,0.28,0.34,0.80,0.04,42.00,119.00,0.99,3.03,0.37,12.50,6.00
2997.00,0.00,6.50,0.35,0.36,0.80,0.03,32.00,111.00,0.99,3.11,0.50,12.10,8.00
2998.00,0.00,6.90,0.25,0.33,1.20,0.04,35.00,158.00,0.99,3.02,0.58,11.30,6.00
2999.00,0.00,6.00,0.32,0.30,1.30,0.03,18.00,112.00,0.99,3.07,0.64,13.30,7.00
3000.00,0.00,6.80,0.18,0.28,9.80,0.04,29.00,113.00,0.99,3.11,0.45,10.90,7.00
3001.00,0.00,6.70,0.18,0.28,10.20,0.04,29.00,115.00,0.99,3.11,0.45,10.90,7.00
3002.00,0.00,6.60,0.20,0.27,10.90,0.04,29.00,130.00,0.99,3.11,0.44,10.50,7.00
3003.00,0.00,6.30,0.37,0.28,6.30,0.03,45.00,152.00,0.99,3.29,0.46,11.60,7.00
3004.00,0.00,7.20,0.19,0.31,6.30,0.03,17.00,103.00,0.99,3.15,0.52,11.40,7.00
3005.00,0.00,6.30,0.18,0.36,1.20,0.03,26.00,111.00,0.99,3.16,0.51,11.00,6.00
3006.00,0.00,6.90,0.30,0.36,0.90,0.04,40.00,156.00,0.99,3.08,0.36,12.10,6.00
3007.00,0.00,6.20,0.16,0.32,1.10,0.04,74.00,184.00,0.99,3.22,0.41,11.00,6.00
3008.00,0.00,5.00,0.27,0.32,4.50,0.03,58.00,178.00,0.99,3.45,0.31,12.60,7.00
3009.00,0.00,5.00,0.30,0.33,3.70,0.03,54.00,173.00,0.99,3.36,0.30,13.00,7.00
3010.00,0.00,6.50,0.20,0.50,18.10,0.05,50.00,221.00,1.00,2.94,0.64,8.80,6.00
3011.00,0.00,6.70,0.25,0.31,1.35,0.06,30.50,218.00,0.99,3.16,0.53,9.50,5.00
3012.00,0.00,6.60,0.22,0.36,5.50,0.03,30.00,105.00,0.99,3.20,0.47,11.80,6.00
3013.00,0.00,6.80,0.25,0.37,3.10,0.03,29.00,93.00,0.99,3.14,0.45,12.20,6.00
3014.00,0.00,7.00,0.13,0.37,12.85,0.04,36.00,105.00,1.00,3.05,0.55,10.70,6.00
3015.00,0.00,7.00,0.45,0.34,19.80,0.04,12.00,67.00,1.00,3.07,0.38,11.00,6.00
3016.00,0.00,7.20,0.32,0.30,8.25,0.02,14.00,104.00,0.99,2.99,0.44,11.40,6.00
3017.00,0.00,7.00,0.13,0.37,12.85,0.04,36.00,105.00,1.00,3.05,0.55,10.70,6.00
3018.00,0.00,5.90,0.34,0.30,3.80,0.04,57.00,135.00,0.99,3.09,0.34,12.00,6.00
3019.00,0.00,6.80,0.22,0.31,6.90,0.04,33.00,121.00,0.99,3.02,0.39,11.90,8.00
3020.00,0.00,7.20,0.32,0.30,8.25,0.02,14.00,104.00,0.99,2.99,0.44,11.40,6.00
3021.00,0.00,8.40,0.32,0.35,11.70,0.03,3.00,46.00,0.99,3.02,0.34,11.80,6.00
3022.00,0.00,6.80,0.27,0.29,4.60,0.05,6.00,88.00,0.99,3.34,0.48,10.60,4.00
3023.00,0.00,8.00,0.74,0.21,4.00,0.05,24.00,133.00,0.99,3.06,0.38,9.70,5.00
3024.00,0.00,7.00,0.45,0.34,19.80,0.04,12.00,67.00,1.00,3.07,0.38,11.00,6.00
3025.00,0.00,7.00,0.13,0.37,12.85,0.04,36.00,105.00,1.00,3.05,0.55,10.70,6.00
3026.00,0.00,5.40,0.22,0.29,1.20,0.05,69.00,152.00,0.99,3.76,0.63,11.00,7.00
3027.00,0.00,8.40,0.22,0.30,8.90,0.02,17.00,118.00,0.99,2.99,0.34,10.50,6.00
3028.00,0.00,7.40,0.32,0.22,11.70,0.04,44.00,150.00,1.00,3.10,0.45,10.40,5.00
3029.00,0.00,7.50,0.18,0.37,6.20,0.05,21.00,138.00,1.00,3.20,0.55,10.50,6.00
3030.00,0.00,7.10,0.47,0.29,14.80,0.02,22.00,142.00,1.00,3.12,0.48,12.00,8.00
3031.00,0.00,7.10,0.47,0.29,14.80,0.02,22.00,142.00,1.00,3.12,0.48,12.00,8.00
3032.00,0.00,5.80,0.19,0.25,10.80,0.04,33.00,124.00,1.00,3.22,0.41,9.20,6.00
3033.00,0.00,6.70,0.14,0.46,1.60,0.04,15.00,92.00,0.99,3.37,0.49,10.90,5.00
3034.00,0.00,6.80,0.24,0.38,8.30,0.05,50.00,185.00,1.00,3.15,0.50,9.50,6.00
3035.00,0.00,6.90,0.25,0.47,8.40,0.04,36.00,156.00,1.00,3.15,0.55,9.40,6.00
3036.00,0.00,6.00,0.24,0.33,2.50,0.03,31.00,85.00,0.99,3.13,0.50,11.30,7.00
3037.00,0.00,6.80,0.29,0.34,3.50,0.05,26.00,189.00,0.99,3.42,0.58,10.40,5.00
3038.00,0.00,6.30,0.33,0.42,17.20,0.04,57.00,170.00,1.00,3.26,0.57,9.40,6.00
3039.00,0.00,6.50,0.23,0.45,2.10,0.03,43.00,104.00,0.99,3.02,0.52,11.30,6.00
3040.00,0.00,6.30,0.27,0.29,12.20,0.04,59.00,196.00,1.00,3.14,0.40,8.80,6.00
3041.00,0.00,6.30,0.20,0.37,11.80,0.05,58.00,130.00,1.00,3.20,0.35,10.80,5.00
3042.00,0.00,6.20,0.33,0.41,16.80,0.04,58.00,173.00,1.00,3.25,0.57,9.40,6.00
3043.00,0.00,6.30,0.33,0.42,17.20,0.04,57.00,170.00,1.00,3.26,0.57,9.40,6.00
3044.00,0.00,7.20,0.21,1.00,1.10,0.15,46.00,114.00,0.99,2.95,0.43,9.20,6.00
3045.00,0.00,6.00,0.27,0.30,14.70,0.04,15.00,144.00,1.00,3.12,0.53,10.30,6.00
3046.00,0.00,5.70,0.12,0.26,5.50,0.03,21.00,99.00,0.99,3.09,0.57,9.90,6.00
3047.00,0.00,6.90,0.24,0.37,6.10,0.03,38.00,112.00,0.99,3.19,0.34,12.40,6.00
3048.00,0.00,7.70,0.18,0.53,1.20,0.04,42.00,167.00,0.99,3.11,0.44,11.90,5.00
3049.00,0.00,7.10,0.17,0.43,1.30,0.02,33.00,132.00,0.99,3.11,0.56,11.70,6.00
3050.00,0.00,7.50,0.33,0.38,8.70,0.13,49.00,199.00,1.00,2.98,0.57,9.40,5.00
3051.00,0.00,6.20,0.26,0.24,1.70,0.04,138.50,272.00,0.99,3.53,0.53,9.60,4.00
3052.00,0.00,7.50,0.33,0.38,8.70,0.13,49.00,199.00,1.00,2.98,0.57,9.40,5.00
3053.00,0.00,5.60,0.20,0.66,10.20,0.04,78.00,175.00,0.99,2.98,0.43,10.40,7.00
3054.00,0.00,7.60,0.17,0.36,4.50,0.04,26.00,102.00,0.99,3.09,0.47,9.50,5.00
3055.00,0.00,5.80,0.15,0.31,5.90,0.04,7.00,73.00,0.99,3.20,0.43,11.90,6.00
3056.00,0.00,6.30,0.25,0.44,1.70,0.02,36.00,116.00,0.99,3.18,0.40,12.50,6.00
3057.00,0.00,6.90,0.28,0.41,1.40,0.02,6.00,55.00,0.99,3.16,0.40,13.40,5.00
3058.00,0.00,7.20,0.27,0.37,5.40,0.03,27.00,114.00,0.99,3.13,0.84,12.70,5.00
3059.00,0.00,6.20,0.25,0.38,7.90,0.05,54.00,208.00,1.00,3.17,0.46,9.10,5.00
3060.00,0.00,8.50,0.19,0.48,1.10,0.03,23.00,58.00,0.99,2.90,0.50,10.50,6.00
3061.00,0.00,6.20,0.25,0.54,7.00,0.05,58.00,176.00,0.99,3.19,0.70,10.40,5.00
3062.00,0.00,6.20,0.25,0.54,7.00,0.05,58.00,176.00,0.99,3.19,0.70,10.40,5.00
3063.00,0.00,6.80,0.28,0.43,7.60,0.03,30.00,110.00,0.99,3.08,0.59,12.50,8.00
3064.00,0.00,6.20,0.25,0.54,7.00,0.05,58.00,176.00,0.99,3.19,0.70,10.40,5.00
3065.00,0.00,7.40,0.21,0.80,12.30,0.04,77.00,183.00,1.00,2.95,0.48,9.00,5.00
3066.00,0.00,7.00,0.15,0.38,15.30,0.05,54.00,120.00,1.00,3.18,0.42,9.80,6.00
3067.00,0.00,7.40,0.21,0.80,12.30,0.04,77.00,183.00,1.00,2.95,0.48,9.00,5.00
3068.00,0.00,7.30,0.28,0.42,1.20,0.03,29.00,142.00,0.99,3.17,0.43,10.70,4.00
3069.00,0.00,6.10,0.18,0.38,2.30,0.03,28.00,111.00,0.99,3.16,0.49,12.40,6.00
3070.00,0.00,7.00,0.53,0.43,6.10,0.03,6.00,76.00,0.99,3.08,0.50,12.50,8.00
3071.00,0.00,6.80,0.28,0.43,7.60,0.03,30.00,110.00,0.99,3.08,0.59,12.50,8.00
3072.00,0.00,6.50,0.36,0.38,10.20,0.03,20.00,82.00,0.99,3.10,0.43,12.10,7.00
3073.00,0.00,7.50,0.25,0.47,4.10,0.04,95.00,163.00,0.99,2.92,0.59,11.30,6.00
3074.00,0.00,6.70,0.24,0.41,2.90,0.04,48.00,122.00,0.99,3.25,0.43,12.00,5.00
3075.00,0.00,6.60,0.25,0.33,8.50,0.04,29.00,141.00,1.00,3.28,0.60,10.40,5.00
3076.00,0.00,6.40,0.15,0.40,1.50,0.04,23.00,87.00,0.99,3.11,0.46,12.20,7.00
3077.00,0.00,6.30,0.28,0.30,3.10,0.04,24.00,115.00,0.99,3.05,0.43,8.60,5.00
3078.00,0.00,6.20,0.25,0.38,7.90,0.05,54.00,208.00,1.00,3.17,0.46,9.10,5.00
3079.00,0.00,7.10,0.28,0.35,3.50,0.03,35.00,91.00,0.99,2.96,0.33,12.10,5.00
3080.00,0.00,6.60,0.35,0.34,4.90,0.03,9.00,125.00,0.99,3.32,0.81,12.00,5.00
3081.00,0.00,8.50,0.19,0.48,1.10,0.03,23.00,58.00,0.99,2.90,0.50,10.50,6.00
3082.00,0.00,6.20,0.25,0.54,7.00,0.05,58.00,176.00,0.99,3.19,0.70,10.40,5.00
3083.00,0.00,6.00,0.35,0.51,1.20,0.03,10.00,102.00,0.99,3.46,0.42,11.90,6.00
3084.00,0.00,5.80,0.31,0.32,4.50,0.02,28.00,94.00,0.99,3.25,0.52,13.70,7.00
3085.00,0.00,6.60,0.17,0.35,2.60,0.03,33.00,78.00,0.99,3.22,0.72,11.30,6.00
3086.00,0.00,8.50,0.23,0.40,9.90,0.04,24.00,88.00,1.00,3.02,0.42,10.50,6.00
3087.00,0.00,5.80,0.31,0.32,4.50,0.02,28.00,94.00,0.99,3.25,0.52,13.70,7.00
3088.00,0.00,6.10,0.20,0.34,9.50,0.04,38.00,201.00,1.00,3.14,0.44,10.10,3.00
3089.00,0.00,6.30,0.37,0.37,1.50,0.02,12.00,76.00,0.99,2.94,0.39,12.30,6.00
3090.00,0.00,6.20,0.36,0.38,3.20,0.03,20.00,89.00,0.99,3.06,0.33,12.00,7.00
3091.00,0.00,6.60,0.17,0.35,2.60,0.03,33.00,78.00,0.99,3.22,0.72,11.30,6.00
3092.00,0.00,6.30,0.28,0.47,11.20,0.04,61.00,183.00,1.00,3.12,0.51,9.50,6.00
3093.00,0.00,7.60,0.27,0.52,3.20,0.04,28.00,152.00,0.99,3.02,0.53,11.40,6.00
3094.00,0.00,7.00,0.25,0.45,2.30,0.05,40.00,118.00,0.99,3.16,0.48,11.90,7.00
3095.00,0.00,9.70,0.24,0.49,4.90,0.03,3.00,18.00,0.99,2.85,0.54,10.00,6.00
3096.00,0.00,9.70,0.24,0.49,4.90,0.03,3.00,18.00,0.99,2.85,0.54,10.00,6.00
3097.00,0.00,6.80,0.13,0.39,1.40,0.03,19.00,102.00,0.99,3.23,0.60,11.30,7.00
3098.00,0.00,6.60,0.78,0.50,1.50,0.05,30.00,133.00,0.99,3.25,0.48,11.70,5.00
3099.00,0.00,5.10,0.33,0.27,6.70,0.02,44.00,129.00,0.99,3.36,0.39,11.00,7.00
3100.00,0.00,6.70,0.34,0.40,2.10,0.03,34.00,111.00,0.99,2.97,0.48,12.20,7.00
3101.00,0.00,6.70,0.14,0.51,4.30,0.03,57.00,124.00,0.99,2.91,0.54,10.70,7.00
3102.00,0.00,7.00,0.26,0.34,10.90,0.04,25.00,84.00,0.99,3.11,0.34,10.90,6.00
3103.00,0.00,6.50,0.29,0.26,7.00,0.04,18.00,113.00,0.99,3.17,0.38,10.20,6.00
3104.00,0.00,7.00,0.25,0.45,2.30,0.05,40.00,118.00,0.99,3.16,0.48,11.90,7.00
3105.00,0.00,7.60,0.21,0.49,2.50,0.05,20.00,130.00,0.99,3.15,0.48,11.10,5.00
3106.00,0.00,7.70,0.26,0.51,2.60,0.05,26.00,159.00,0.99,3.00,0.50,11.20,6.00
3107.00,0.00,7.60,0.27,0.52,3.20,0.04,28.00,152.00,0.99,3.02,0.53,11.40,6.00
3108.00,0.00,7.70,0.25,0.49,2.50,0.05,31.00,169.00,0.99,3.07,0.57,10.60,6.00
3109.00,0.00,7.60,0.35,0.46,14.70,0.05,33.00,151.00,1.00,3.03,0.53,10.30,5.00
3110.00,0.00,6.90,0.30,0.36,4.50,0.05,31.00,203.00,1.00,3.40,0.57,10.40,4.00
3111.00,0.00,6.70,0.24,0.46,2.20,0.03,19.00,111.00,0.99,3.10,0.62,11.90,6.00
3112.00,0.00,6.50,0.23,0.39,1.90,0.04,41.00,98.00,0.99,3.19,0.43,11.90,7.00
3113.00,0.00,7.60,0.23,0.34,1.60,0.04,24.00,129.00,0.99,3.12,0.70,10.40,5.00
3114.00,0.00,6.50,0.24,0.39,17.30,0.05,22.00,126.00,1.00,3.11,0.47,9.20,6.00
3115.00,0.00,6.30,0.17,0.32,4.20,0.04,37.00,117.00,0.99,3.24,0.43,11.30,6.00
3116.00,0.00,6.30,0.17,0.32,4.20,0.04,37.00,117.00,0.99,3.24,0.43,11.30,6.00
3117.00,0.00,6.70,0.21,0.37,2.50,0.03,35.00,89.00,0.99,3.25,0.50,11.00,7.00
3118.00,0.00,6.50,0.23,0.39,1.90,0.04,41.00,98.00,0.99,3.19,0.43,11.90,7.00
3119.00,0.00,5.90,0.28,0.39,1.40,0.03,47.00,147.00,0.99,3.08,0.64,12.90,7.00
3120.00,0.00,5.90,0.19,0.37,0.80,0.03,3.00,21.00,0.99,3.09,0.31,10.80,5.00
3121.00,0.00,6.20,0.25,0.42,8.00,0.05,53.00,206.00,1.00,3.16,0.47,9.10,6.00
3122.00,0.00,7.60,0.23,0.34,1.60,0.04,24.00,129.00,0.99,3.12,0.70,10.40,5.00
3123.00,0.00,5.60,0.18,0.27,1.70,0.03,31.00,103.00,0.99,3.35,0.37,12.90,6.00
3124.00,0.00,5.50,0.18,0.22,5.50,0.04,10.00,86.00,0.99,3.46,0.44,12.20,5.00
3125.00,0.00,6.50,0.24,0.39,17.30,0.05,22.00,126.00,1.00,3.11,0.47,9.20,6.00
3126.00,0.00,7.40,0.23,0.38,8.60,0.05,41.00,150.00,1.00,3.06,0.46,10.30,5.00
3127.00,0.00,7.20,0.17,0.37,6.90,0.06,47.00,128.00,0.99,3.08,0.46,11.00,7.00
3128.00,0.00,7.60,0.30,0.38,2.10,0.04,10.00,98.00,0.99,3.17,0.65,11.00,5.00
3129.00,0.00,5.00,0.24,0.21,2.20,0.04,31.00,100.00,0.99,3.69,0.62,11.70,6.00
3130.00,0.00,6.10,0.21,0.38,1.50,0.04,37.00,122.00,0.99,3.20,0.43,12.00,6.00
3131.00,0.00,6.50,0.33,0.38,2.50,0.05,30.00,148.00,0.99,3.17,0.43,12.70,6.00
3132.00,0.00,6.30,0.35,0.26,17.60,0.06,59.00,198.00,1.00,3.11,0.49,8.80,5.00
3133.00,0.00,6.30,0.17,0.32,4.20,0.04,37.00,117.00,0.99,3.24,0.43,11.30,6.00
3134.00,0.00,6.60,0.25,0.35,2.90,0.03,38.00,121.00,0.99,3.19,0.40,12.80,6.00
3135.00,0.00,6.50,0.16,0.33,4.80,0.04,45.00,114.00,0.99,3.18,0.44,11.20,6.00
3136.00,0.00,6.60,0.39,0.39,11.90,0.06,51.00,221.00,1.00,3.26,0.51,8.90,6.00
3137.00,0.00,5.60,0.19,0.27,0.90,0.04,52.00,103.00,0.99,3.50,0.39,11.20,5.00
3138.00,0.00,6.20,0.25,0.39,1.30,0.05,42.00,135.00,0.99,3.23,0.40,11.10,6.00
3139.00,0.00,6.90,0.22,0.43,6.40,0.04,34.00,115.00,0.99,3.05,0.51,10.80,6.00
3140.00,0.00,6.20,0.19,0.29,4.30,0.05,33.00,126.00,1.00,3.18,0.42,9.30,6.00
3141.00,0.00,6.60,0.39,0.39,11.90,0.06,51.00,221.00,1.00,3.26,0.51,8.90,6.00
3142.00,0.00,5.90,0.33,0.32,8.10,0.04,9.00,34.00,0.99,3.22,0.36,12.70,7.00
3143.00,0.00,7.80,0.17,0.50,1.30,0.05,35.00,140.00,0.99,3.16,0.40,12.00,6.00
3144.00,0.00,5.50,0.19,0.27,0.90,0.04,52.00,103.00,0.99,3.50,0.39,11.20,5.00
3145.00,0.00,6.20,0.23,0.36,17.20,0.04,37.00,130.00,1.00,3.23,0.43,8.80,6.00
3146.00,0.00,6.20,0.23,0.36,17.20,0.04,37.00,130.00,1.00,3.23,0.43,8.80,6.00
3147.00,0.00,6.20,0.23,0.36,17.20,0.04,37.00,130.00,1.00,3.23,0.43,8.80,6.00
3148.00,0.00,7.20,0.32,0.40,8.70,0.04,45.00,154.00,1.00,3.20,0.47,10.40,6.00
3149.00,0.00,6.20,0.23,0.36,17.20,0.04,37.00,130.00,1.00,3.23,0.43,8.80,6.00
3150.00,0.00,7.20,0.32,0.40,8.70,0.04,45.00,154.00,1.00,3.20,0.47,10.40,6.00
3151.00,0.00,5.80,0.39,0.47,7.50,0.03,12.00,88.00,0.99,3.38,0.45,14.00,6.00
3152.00,0.00,6.20,0.23,0.36,17.20,0.04,37.00,130.00,1.00,3.23,0.43,8.80,6.00
3153.00,0.00,7.60,0.25,1.23,4.60,0.04,51.00,294.00,0.99,3.03,0.43,13.10,6.00
3154.00,0.00,5.80,0.29,0.33,3.70,0.03,30.00,88.00,0.99,3.25,0.42,12.30,6.00
3155.00,0.00,7.20,0.40,0.38,2.20,0.03,40.00,109.00,0.99,3.27,0.46,12.60,6.00
3156.00,0.00,6.80,0.39,0.34,7.40,0.02,38.00,133.00,0.99,3.18,0.44,12.00,7.00
3157.00,0.00,6.10,0.17,0.42,15.10,0.03,28.00,124.00,1.00,2.87,0.47,9.50,5.00
3158.00,0.00,6.80,0.39,0.34,7.40,0.02,38.00,133.00,0.99,3.18,0.44,12.00,7.00
3159.00,0.00,7.10,0.36,0.37,4.80,0.02,39.00,114.00,0.99,3.08,0.49,12.70,7.00
3160.00,0.00,6.90,0.19,0.32,7.90,0.04,30.00,130.00,0.99,3.40,0.39,10.50,6.00
3161.00,0.00,6.50,0.34,0.46,1.00,0.02,6.00,80.00,0.99,3.15,0.54,12.90,6.00
3162.00,0.00,6.10,0.17,0.42,15.10,0.03,28.00,124.00,1.00,2.87,0.47,9.50,5.00
3163.00,0.00,6.80,0.39,0.34,7.40,0.02,38.00,133.00,0.99,3.18,0.44,12.00,7.00
3164.00,0.00,7.10,0.36,0.37,4.80,0.02,39.00,114.00,0.99,3.08,0.49,12.70,7.00
3165.00,0.00,7.80,0.30,0.36,4.60,0.02,20.00,198.00,0.99,3.06,0.66,11.90,6.00
3166.00,0.00,6.10,0.68,0.52,1.40,0.04,32.00,123.00,0.99,3.24,0.45,12.00,6.00
3167.00,0.00,5.20,0.34,0.37,6.20,0.03,42.00,133.00,0.99,3.25,0.41,12.50,6.00
3168.00,0.00,5.60,0.28,0.40,6.10,0.03,36.00,118.00,0.99,3.21,0.43,12.10,7.00
3169.00,0.00,6.20,0.19,0.38,5.10,0.02,22.00,82.00,0.99,3.05,0.36,12.50,6.00
3170.00,0.00,5.70,0.16,0.26,6.30,0.04,28.00,113.00,0.99,3.06,0.58,9.90,6.00
3171.00,0.00,7.60,0.17,0.46,0.90,0.04,63.00,147.00,0.99,3.02,0.41,10.70,6.00
3172.00,0.00,7.30,0.20,0.39,2.30,0.05,24.00,87.00,0.99,2.94,0.35,12.00,6.00
3173.00,0.00,6.70,0.33,0.36,6.60,0.04,34.00,116.00,0.99,2.97,0.31,12.20,8.00
3174.00,0.00,6.70,0.33,0.34,7.50,0.04,39.00,124.00,0.99,2.99,0.32,12.40,8.00
3175.00,0.00,6.90,0.36,0.35,8.60,0.04,37.00,125.00,0.99,3.00,0.32,12.40,8.00
3176.00,0.00,7.80,0.21,0.34,11.90,0.04,55.00,140.00,1.00,3.02,0.31,10.30,6.00
3177.00,0.00,7.30,0.20,0.39,2.30,0.05,24.00,87.00,0.99,2.94,0.35,12.00,6.00
3178.00,0.00,5.60,0.41,0.22,7.10,0.05,44.00,154.00,0.99,3.30,0.40,10.50,5.00
3179.00,0.00,7.60,0.15,0.35,4.30,0.05,23.00,98.00,0.99,3.10,0.44,9.50,6.00
3180.00,0.00,8.50,0.20,0.40,1.10,0.05,31.00,106.00,0.99,3.00,0.35,10.50,4.00
3181.00,0.00,6.50,0.24,0.38,1.00,0.03,31.00,90.00,0.99,3.24,0.36,12.30,6.00
3182.00,0.00,8.30,0.16,0.37,7.90,0.03,38.00,107.00,0.99,2.93,0.37,11.90,6.00
3183.00,0.00,5.50,0.12,0.33,1.00,0.04,23.00,131.00,0.99,3.25,0.45,9.80,5.00
3184.00,0.00,6.50,0.24,0.38,1.00,0.03,31.00,90.00,0.99,3.24,0.36,12.30,6.00
3185.00,0.00,6.20,0.10,0.41,1.00,0.04,17.00,76.00,0.99,3.14,0.56,11.40,7.00
3186.00,0.00,6.50,0.21,0.40,7.30,0.04,49.00,115.00,0.99,3.21,0.43,11.00,6.00
3187.00,0.00,8.70,0.30,0.59,1.70,0.05,10.00,70.00,0.99,3.06,0.56,10.80,4.00
3188.00,0.00,6.70,0.18,0.37,1.30,0.03,42.00,125.00,0.99,3.24,0.37,12.80,7.00
3189.00,0.00,7.00,0.17,0.36,6.40,0.06,42.00,123.00,0.99,3.11,0.50,11.00,8.00
3190.00,0.00,6.60,0.19,0.33,1.80,0.04,42.00,148.00,0.99,3.15,0.36,10.20,5.00
3191.00,0.00,5.80,0.28,0.30,1.50,0.03,31.00,114.00,0.99,3.32,0.60,12.50,7.00
3192.00,0.00,7.60,0.24,0.44,3.80,0.04,49.00,146.00,0.99,3.06,0.37,11.60,6.00
3193.00,0.00,8.30,0.16,0.37,7.90,0.03,38.00,107.00,0.99,2.93,0.37,11.90,6.00
3194.00,0.00,5.50,0.12,0.33,1.00,0.04,23.00,131.00,0.99,3.25,0.45,9.80,5.00
3195.00,0.00,5.70,0.16,0.32,1.20,0.04,7.00,89.00,0.99,3.26,0.48,11.00,5.00
3196.00,0.00,7.00,0.21,0.42,5.30,0.04,36.00,123.00,0.99,3.14,0.52,10.90,6.00
3197.00,0.00,6.40,0.22,0.38,9.10,0.04,35.00,127.00,0.99,2.97,0.30,11.00,7.00
3198.00,0.00,7.90,0.34,0.44,6.50,0.03,47.00,126.00,0.99,2.96,0.37,12.50,6.00
3199.00,0.00,6.40,0.22,0.38,9.10,0.04,35.00,127.00,0.99,2.97,0.30,11.00,7.00
3200.00,0.00,6.80,0.21,0.40,6.30,0.03,40.00,121.00,0.99,3.18,0.53,12.00,7.00
3201.00,0.00,5.20,0.31,0.36,5.10,0.03,46.00,145.00,0.99,3.14,0.31,12.40,7.00
3202.00,0.00,7.90,0.34,0.44,6.50,0.03,47.00,126.00,0.99,2.96,0.37,12.50,6.00
3203.00,0.00,5.60,0.42,0.34,2.40,0.02,34.00,97.00,0.99,3.22,0.38,12.80,7.00
3204.00,0.00,6.40,0.22,0.38,9.10,0.04,35.00,127.00,0.99,2.97,0.30,11.00,7.00
3205.00,0.00,6.80,0.28,0.34,7.50,0.04,34.00,177.00,1.00,3.33,0.43,9.10,5.00
3206.00,0.00,6.80,0.45,0.36,5.00,0.03,28.00,156.00,0.99,3.11,0.40,12.40,7.00
3207.00,0.00,6.60,0.29,0.39,6.75,0.03,22.00,98.00,0.99,3.15,0.80,12.90,7.00
3208.00,0.00,6.80,0.21,0.42,1.20,0.05,24.00,126.00,0.99,3.09,0.87,10.90,6.00
3209.00,0.00,6.80,0.25,0.24,1.60,0.05,39.00,164.00,0.99,3.53,0.58,10.80,5.00
3210.00,0.00,6.40,0.21,0.34,16.05,0.04,56.00,142.00,1.00,3.11,0.38,10.60,5.00
3211.00,0.00,5.80,0.33,0.23,5.00,0.05,29.00,106.00,0.99,3.13,0.52,9.00,5.00
3212.00,0.00,8.20,0.30,0.44,12.40,0.04,52.00,154.00,0.99,3.04,0.33,12.00,6.00
3213.00,0.00,6.40,0.24,0.32,0.95,0.04,23.00,131.00,0.99,3.25,0.35,11.80,5.00
3214.00,0.00,7.50,0.18,0.45,4.60,0.04,67.00,158.00,0.99,3.01,0.38,10.60,6.00
3215.00,0.00,5.20,0.34,0.20,1.70,0.03,17.00,74.00,0.99,3.34,0.48,12.30,6.00
3216.00,0.00,7.10,0.14,0.33,1.00,0.10,20.00,54.00,0.99,3.19,0.64,11.50,6.00
3217.00,0.00,7.20,0.13,0.46,1.30,0.04,48.00,111.00,0.99,2.97,0.45,11.10,5.00
3218.00,0.00,5.80,0.33,0.23,5.00,0.05,29.00,106.00,0.99,3.13,0.52,9.00,5.00
3219.00,0.00,6.50,0.29,0.25,2.50,0.14,8.00,111.00,0.99,3.00,0.44,9.90,4.00
3220.00,0.00,6.20,0.35,0.31,2.60,0.04,37.00,92.00,0.99,3.27,0.53,12.80,7.00
3221.00,0.00,9.00,0.38,0.53,2.10,0.10,19.00,76.00,0.99,2.93,0.57,12.90,5.00
3222.00,0.00,6.60,0.24,0.38,12.75,0.03,8.00,74.00,0.99,3.10,0.57,12.90,6.00
3223.00,0.00,6.60,0.16,0.34,1.10,0.04,41.00,115.00,0.99,3.01,0.68,12.00,6.00
3224.00,0.00,8.20,0.30,0.44,12.40,0.04,52.00,154.00,0.99,3.04,0.33,12.00,6.00
3225.00,0.00,5.70,0.15,0.28,3.70,0.05,57.00,151.00,0.99,3.22,0.27,11.20,6.00
3226.00,0.00,6.60,0.33,0.40,2.65,0.04,35.00,86.00,0.99,3.11,0.39,13.30,7.00
3227.00,0.00,5.70,0.20,0.30,2.50,0.05,38.00,125.00,0.99,3.34,0.50,9.90,6.00
3228.00,0.00,6.80,0.27,0.37,8.20,0.06,52.00,192.00,1.00,3.11,0.52,9.50,6.00
3229.00,0.00,6.80,0.27,0.42,7.30,0.05,58.00,200.00,1.00,3.12,0.49,9.40,6.00
3230.00,0.00,6.20,0.20,0.26,1.10,0.05,42.00,119.00,0.99,3.48,0.60,11.00,7.00
3231.00,0.00,6.70,0.13,0.57,6.60,0.06,60.00,150.00,1.00,2.96,0.43,9.40,6.00
3232.00,0.00,6.80,0.21,0.37,7.00,0.04,27.00,107.00,0.99,2.98,0.82,11.50,6.00
3233.00,0.00,6.70,0.31,0.32,14.50,0.04,6.00,79.00,0.99,3.14,0.34,12.50,5.00
3234.00,0.00,6.20,0.20,0.29,11.80,0.04,21.00,93.00,0.99,3.18,0.34,11.90,6.00
3235.00,0.00,6.60,0.25,0.34,3.00,0.05,22.00,141.00,0.99,3.26,0.47,10.40,6.00
3236.00,0.00,5.70,0.15,0.28,3.70,0.05,57.00,151.00,0.99,3.22,0.27,11.20,6.00
3237.00,0.00,6.90,0.22,0.39,6.00,0.04,44.00,141.00,0.99,3.11,0.33,12.50,6.00
3238.00,0.00,6.40,0.23,0.35,4.60,0.04,43.00,147.00,0.99,3.18,0.40,11.00,7.00
